PM 2.5,Dew Point (Celcius Degree),Humidity,Pressure,Temperature,Cumulated wind speed,Precipitation
15,-18,30,1032,-3,222.61,0
11,-19,25,1032,-2,231.55,0
9,-19,25,1031,-2,240.49,0
25,-19,24,1031,-1,250.32,0
23,-20,20,1030,0,261.5,0
13,-20,20,1030,0,271.33,0
8,-21,20,1030,-1,280.27,0
10,-20,22,1030,-1,286.08,0
11,-20,25,1030,-3,290.1,0
12,-20,25,1031,-3,294.12,0
14,-21,27,1031,-5,298.14,0
14,-19,32,1031,-5,303.06,0
10,-20,29,1031,-5,307.08,0
8,-20,25,1031,-3,310.21,0
9,-18,30,1030,-3,313.34,0
9,-17,33,1030,-3,318.26,0
8,-18,30,1029,-3,321.39,0
17,-16,48,1029,-7,0.89,0
30,-16,52,1029,-8,1.78,0
43,-16,48,1028,-7,5.8,0
57,-18,38,1028,-6,9.82,0
65,-17,44,1028,-7,11.61,0
80,-18,44,1028,-8,0.89,0
88,-16,56,1029,-9,1.78,0
96,-15,48,1029,-6,2.67,0
121,-16,35,1030,-3,1.79,0
152,-16,30,1030,-1,3.58,0
128,-17,22,1028,2,1.79,0
77,-16,21,1027,4,3.58,0
65,-17,18,1027,5,7.6,0
79,-16,21,1027,4,9.39,0
93,-16,26,1028,1,0.89,0
104,-14,33,1028,0,1.79,0
202,-15,36,1029,-2,3.58,0
245,-15,39,1029,-3,0.89,0
225,-14,45,1030,-4,1.78,0
180,-14,42,1030,-3,2.67,0
180,-14,53,1030,-6,1.79,0
170,-13,57,1030,-6,1.79,0
160,-13,62,1030,-7,0.89,0
146,-13,62,1030,-7,2.68,0
125,-14,67,1031,-9,4.47,0
130,-14,61,1030,-8,7.6,0
138,-13,57,1031,-6,8.49,0
147,-14,57,1031,-7,10.28,0
135,-14,67,1031,-9,12.07,0
136,-13,62,1031,-7,13.86,0
124,-12,53,1031,-4,16.99,0
135,-12,46,1031,-2,1.79,0
132,-12,39,1031,0,1.79,0
133,-10,43,1029,1,1.79,0
142,-9,43,1028,2,1.79,0
163,-7,51,1027,2,3.58,0
166,-7,51,1026,2,5.37,0
189,-7,55,1026,1,7.16,0
202,-6,68,1026,-1,0.89,0
228,-6,68,1025,-1,1.78,0
240,-6,68,1026,-1,2.67,0
235,-7,68,1025,-2,3.12,0
252,-7,79,1025,-4,0.89,0
254,-7,85,1024,-5,1.79,0
274,-6,85,1024,-4,0.89,0
253,-7,85,1024,-5,0.89,0
248,-8,79,1023,-5,2.68,0
219,-8,85,1022,-6,5.81,0
199,-8,79,1022,-5,7.6,0
198,-9,79,1022,-6,9.39,0
204,-8,85,1022,-6,10.28,0
66,-8,79,1022,-5,15.2,0
22,-12,39,1023,0,22.35,0
19,-15,29,1023,1,30.4,0
16,-15,25,1024,3,39.34,0
11,-15,25,1025,3,46.49,0
17,-15,21,1024,5,55.43,0
15,-16,20,1024,5,64.37,0
14,-17,18,1023,5,75.55,0
12,-17,18,1023,5,86.73,0
7,-17,19,1024,4,98.8,0
7,-19,18,1025,3,110.87,0
15,-20,17,1026,2,120.7,0
7,-20,19,1027,1,129.64,0
10,-20,20,1028,0,140.82,0
8,-18,26,1029,-1,150.65,0
12,-18,26,1030,-1,159.59,0
11,-18,28,1030,-2,169.42,0
9,-18,28,1031,-2,176.57,0
14,-18,30,1031,-3,183.72,0
8,-18,30,1031,-3,189.53,0
12,-18,30,1031,-3,194.45,0
11,-18,32,1031,-4,200.26,0
12,-18,32,1031,-4,207.41,0
15,-19,32,1030,-5,212.33,0
12,-19,37,1030,-7,215.46,0
12,-21,17,1028,1,270,0
14,-20,19,1028,1,274.92,0
10,-19,22,1029,0,278.94,0
7,-18,24,1030,0,282.96,0
8,-18,26,1030,-1,286.98,0
6,-19,25,1031,-2,294.13,0
4,-19,27,1032,-3,302.18,0
4,-19,27,1032,-3,312.01,0
7,-20,25,1032,-3,321.84,0
6,-20,27,1032,-4,329.89,0
8,-20,27,1032,-4,339.72,0
7,-20,27,1032,-4,349.55,0
6,-20,29,1031,-5,355.36,0
9,-19,32,1031,-5,360.28,0
9,-20,29,1030,-5,365.2,0
9,-19,32,1030,-5,369.22,0
8,-19,32,1030,-5,372.35,0
11,-19,27,1030,-3,375.48,0
17,-20,23,1030,-2,381.29,0
21,-19,24,1029,-1,388.44,0
12,-19,22,1027,0,396.49,0
20,-18,22,1026,1,406.32,0
15,-18,21,1025,2,416.15,0
13,-18,21,1025,2,425.09,0
14,-17,22,1024,2,433.14,0
20,-17,22,1024,2,437.16,0
32,-17,24,1024,1,441.18,0
33,-19,20,1024,1,4.92,0
46,-19,22,1024,0,8.05,0
53,-17,30,1023,-2,9.84,0
64,-16,30,1023,-1,11.63,0
53,-15,39,1023,-3,0.89,0
72,-16,38,1023,-4,1.78,0
85,-16,41,1023,-5,2.67,0
95,-15,52,1023,-7,3.56,0
98,-14,53,1024,-6,4.45,0
105,-15,57,1024,-8,5.34,0
117,-14,67,1024,-9,3.13,0
117,-13,57,1024,-6,3.13,0
126,-13,67,1024,-8,1.79,0
145,-13,67,1025,-8,3.58,0
136,-13,49,1026,-4,5.37,0
95,-13,34,1026,1,3.13,0
80,-13,27,1025,4,0.89,0
51,-13,24,1024,6,1.78,0
67,-14,19,1023,8,3.57,0
71,-14,18,1022,9,3.13,0
63,-14,18,1022,9,7.15,0
80,-14,19,1022,8,10.28,0
75,-13,22,1022,7,13.41,0
87,-13,24,1022,6,17.43,0
105,-12,34,1022,2,0.89,0
125,-12,42,1022,-1,1.79,0
115,-12,53,1022,-4,0.89,0
123,-11,58,1023,-4,1.78,0
142,-11,58,1023,-4,2.67,0
178,-12,57,1022,-5,0.89,0
163,-12,62,1022,-6,1.78,0
162,-11,62,1022,-5,3.57,0
145,-12,67,1022,-7,3.13,0
114,-12,67,1021,-7,4.92,0
84,-13,62,1021,-7,6.71,0
102,-12,57,1021,-5,7.6,0
82,-12,72,1021,-8,9.39,0
88,-12,62,1021,-6,12.52,0
90,-10,58,1021,-3,14.31,0
88,-12,39,1021,0,16.1,0
95,-11,32,1021,4,19.23,0
81,-13,24,1020,6,21.02,0
89,-14,18,1019,9,24.15,0
95,-15,16,1018,9,25.94,0
57,-18,11,1018,11,29.96,0
62,-16,16,1019,8,31.75,0
234,-14,25,1019,4,0.89,0
118,-14,29,1020,2,0.89,0
108,-14,29,1021,2,1.79,0
33,-16,20,1022,5,5.81,0
21,-14,39,1022,-2,7.6,0
14,-13,39,1023,-1,11.62,0
13,-14,39,1024,-2,1.79,0
9,-15,27,1025,2,0.89,0
10,-14,42,1026,-3,3.13,0
11,-16,28,1027,0,7.15,0
9,-14,49,1028,-5,11.17,0
15,-15,39,1029,-3,15.19,0
13,-14,49,1030,-5,20.11,0
12,-14,49,1031,-5,24.13,0
11,-15,48,1032,-6,27.26,0
18,-13,42,1033,-2,29.05,0
17,-14,33,1033,0,1.79,0
11,-14,31,1034,1,6.71,0
12,-15,25,1034,3,11.63,0
14,-15,23,1034,4,4.92,0
14,-15,21,1033,5,12.07,0
12,-15,21,1032,5,17.88,0
16,-15,21,1032,5,25.03,0
16,-15,21,1032,5,30.84,0
12,-14,25,1032,4,37.99,0
20,-14,27,1032,3,45.14,0
23,-14,27,1033,3,50.06,0
16,-14,29,1033,2,54.98,0
17,-14,27,1033,3,59.9,0
18,-14,29,1034,2,65.71,0
20,-14,29,1034,2,70.63,0
22,-14,29,1033,2,75.55,0
22,-14,31,1033,1,79.57,0
10,-14,31,1034,1,84.49,0
14,-13,45,1034,-3,88.51,0
14,-14,42,1034,-3,91.64,0
18,-14,57,1034,-7,94.77,0
13,-13,53,1034,-5,1.79,0
18,-13,45,1034,-3,3.58,0
27,-13,45,1034,-3,6.71,0
38,-14,33,1035,0,10.73,0
25,-14,29,1035,2,13.86,0
16,-14,23,1035,5,4.02,0
16,-13,22,1033,7,7.15,0
9,-14,20,1032,7,10.28,0
8,-14,22,1031,6,1.79,0
18,-14,22,1031,6,3.58,0
31,-14,23,1031,5,1.79,0
38,-13,29,1032,3,0.89,0
49,-13,39,1032,-1,1.78,0
52,-11,46,1032,-1,2.67,0
50,-11,50,1032,-2,1.79,0
51,-11,43,1033,0,0.89,0
69,-12,49,1033,-3,0.89,0
93,-11,50,1033,-2,2.68,0
94,-11,53,1033,-3,4.47,0
147,-11,53,1034,-3,0.89,0
226,-10,62,1034,-4,1.78,0
179,-10,58,1033,-3,0.89,0
153,-11,67,1033,-6,0.89,0
133,-11,73,1032,-7,1.78,0
127,-11,73,1032,-7,2.67,0
119,-11,67,1032,-6,4.46,0
111,-11,67,1033,-6,0.45,0
118,-9,68,1033,-4,0.89,0
116,-9,58,1033,-2,1.78,0
131,-8,58,1033,-1,1.79,0
152,-9,50,1032,0,0.89,0
163,-9,43,1031,2,1.78,0
171,-9,43,1030,2,2.67,0
198,-9,43,1030,2,3.56,0
234,-9,43,1030,2,4.45,0
260,-9,54,1030,-1,4.9,0
271,-8,68,1030,-3,0.89,0
244,-9,63,1031,-3,0.89,0
242,-8,68,1031,-3,1.79,0
210,-9,68,1031,-4,0.89,0
194,-9,68,1030,-4,1.34,0
163,-10,67,1030,-5,2.23,0
194,-10,67,1030,-5,1.79,0
187,-10,67,1030,-5,3.58,0
216,-10,67,1030,-5,5.37,0
225,-11,67,1030,-6,7.16,0
199,-11,67,1030,-6,8.95,0
207,-11,73,1029,-7,10.74,0
227,-10,79,1029,-7,12.53,0
259,-10,73,1029,-6,13.42,0
182,-11,73,1029,-7,16.55,0
185,-9,63,1030,-3,19.68,0
191,-9,58,1030,-2,22.81,0
194,-10,43,1030,1,25.94,0
194,-10,37,1029,3,27.73,0
192,-10,35,1027,4,0.89,0
208,-10,30,1026,6,1.78,0
224,-10,32,1026,5,3.13,0
249,-9,35,1025,5,6.26,0
317,-9,38,1025,4,10.28,0
328,-9,38,1026,4,1.79,0
349,-9,50,1026,0,2.68,0
327,-9,63,1026,-3,3.57,0
348,-9,68,1026,-4,4.46,0
363,-7,79,1025,-4,5.35,0
385,-9,73,1025,-5,6.24,0
393,-9,79,1025,-6,6.69,0
388,-9,68,1024,-4,1.79,0
444,-8,68,1024,-3,3.13,0
334,-9,63,1023,-3,6.26,0
284,-9,68,1022,-4,9.39,0
264,-9,68,1022,-4,11.18,0
221,-9,63,1022,-3,14.31,0
160,-9,68,1022,-4,17.44,0
160,-9,68,1022,-4,1.79,0
92,-8,58,1021,-1,3.58,0
59,-10,35,1021,4,3.13,0
69,-11,26,1020,7,7.15,0
48,-12,24,1019,7,1.79,0
32,-13,20,1018,8,5.81,0
33,-13,19,1018,9,12.96,0
45,-14,19,1018,8,20.11,0
42,-13,20,1018,8,25.92,0
41,-13,22,1017,7,29.94,0
110,-13,24,1018,6,33.96,0
175,-13,24,1017,6,37.98,0
293,-13,29,1017,3,0.89,0
324,-13,34,1017,1,1.78,0
341,-10,40,1017,2,2.67,0
362,-10,54,1017,-2,3.12,0
372,-10,62,1016,-4,4.01,0
373,-10,67,1016,-5,4.9,0
372,-11,62,1015,-5,5.79,0
318,-11,67,1015,-6,6.68,0
188,-12,67,1014,-7,7.57,0
171,-12,67,1014,-7,8.46,0
136,-13,67,1014,-8,1.79,0
124,-12,67,1014,-7,4.92,0
141,-12,62,1014,-6,0.89,0
132,-10,54,1014,-2,1.78,0
134,-11,34,1014,3,2.67,0
56,-11,30,1014,5,3.56,0
48,-12,21,1013,9,3.13,0
27,-13,17,1012,11,10.28,0
28,-14,15,1011,11,17.43,0
20,-14,15,1011,11,25.48,0
22,-15,14,1011,11,32.63,0
120,-15,15,1012,10,36.65,0
109,-15,20,1013,6,0.89,0
112,-14,27,1013,3,1.78,0
128,-12,37,1014,1,2.67,0
164,-13,36,1015,0,3.12,0
159,-12,49,1015,-3,3.13,0
189,-12,49,1016,-3,1.79,0
97,-12,46,1016,-2,0.89,0
81,-13,42,1016,-2,1.79,0
28,-13,49,1016,-4,5.81,0
25,-13,42,1017,-2,10.73,0
9,-13,53,1017,-5,15.65,0
9,-13,45,1017,-3,19.67,0
13,-14,39,1017,-2,22.8,0
17,-13,45,1018,-3,0.89,0
16,-15,31,1019,0,1.78,0
25,-13,31,1020,2,1.79,0
48,-14,23,1020,5,1.79,0
49,-15,20,1020,6,1.79,0
73,-15,19,1019,7,3.58,0
65,-15,20,1018,6,6.71,0
55,-14,22,1018,6,9.84,0
60,-14,22,1017,6,11.63,0
63,-14,22,1018,6,0.89,0
79,-14,23,1019,5,1.79,0
35,-13,31,1020,2,3.58,0
26,-8,35,1021,6,5.81,0
20,-11,30,1022,5,12.96,0
8,-12,30,1023,4,21.9,0
16,-21,16,1025,2,31.73,0
10,-22,17,1026,0,38.88,0
11,-19,24,1027,-1,51.84,0
20,-18,26,1028,-1,61.67,0
9,-17,28,1028,-1,70.61,0
8,-17,28,1029,-1,81.79,0
9,-19,25,1030,-2,94.75,0
8,-21,23,1030,-3,109.95,0
8,-23,21,1032,-4,130.07,0
8,-22,24,1034,-5,143.03,0
8,-22,24,1034,-5,150.18,0
7,-22,21,1034,-3,155.99,0
12,-22,19,1034,-2,163.14,0
17,-22,19,1034,-2,170.29,0
11,-22,17,1033,0,177.44,0
9,-27,11,1032,0,186.38,0
11,-27,10,1032,1,196.21,0
8,-26,11,1032,1,205.15,0
9,-23,15,1032,0,214.09,0
10,-22,18,1033,-1,221.24,0
8,-22,19,1033,-2,226.16,0
10,-23,18,1034,-2,231.97,0
10,-22,21,1034,-3,237.78,0
8,-22,21,1034,-3,242.7,0
12,-22,23,1034,-4,246.72,0
20,-21,23,1034,-3,249.85,0
22,-21,29,1034,-6,0.89,0
9,-22,23,1034,-4,4.92,0
9,-21,27,1034,-5,8.94,0
13,-21,29,1035,-6,12.96,0
10,-21,27,1034,-5,16.98,0
6,-22,23,1034,-4,24.13,0
8,-23,22,1034,-5,25.92,0
17,-22,26,1035,-6,1.79,0
11,-22,29,1035,-7,0.89,0
33,-22,24,1035,-5,1.79,0
37,-22,21,1035,-3,4.92,0
40,-22,19,1034,-2,1.79,0
63,-22,17,1032,0,3.58,0
62,-22,16,1030,1,3.13,0
44,-23,13,1029,2,6.26,0
48,-23,13,1028,2,9.39,0
51,-24,12,1027,2,13.41,0
82,-23,14,1027,1,16.54,0
87,-21,20,1026,-1,19.67,0
106,-19,25,1026,-2,0.89,0
123,-19,34,1026,-6,1.79,0
136,-19,40,1026,-8,2.68,0
139,-18,38,1026,-6,1.79,0
154,-17,48,1027,-8,1.79,0
126,-18,32,1027,-4,1.79,0
98,-19,32,1028,-5,4.92,0
66,-18,35,1028,-5,9.84,0
45,-18,28,1029,-2,4.92,0
28,-18,30,1030,-3,8.94,0
12,-18,30,1030,-3,12.07,0
12,-18,35,1031,-5,0.89,0
16,-17,44,1031,-7,1.79,0
13,-17,41,1032,-6,3.13,0
24,-15,33,1033,-1,0.89,0
34,-18,24,1033,0,3.13,0
13,-18,21,1032,2,6.26,0
19,-19,18,1031,3,10.28,0
26,-18,17,1030,5,12.07,0
26,-19,15,1029,5,1.79,0
41,-19,15,1029,5,4.92,0
85,-18,18,1028,4,8.05,0
108,-18,19,1028,3,12.07,0
87,-17,21,1028,3,4.02,0
102,-18,22,1028,1,1.79,0
117,-17,24,1027,1,4.92,0
125,-16,33,1027,-2,6.71,0
145,-15,39,1026,-3,7.6,0
157,-15,42,1025,-4,0.89,0
163,-15,45,1024,-5,1.34,0
176,-15,48,1023,-6,1.79,0
193,-16,48,1023,-7,0.89,0
198,-15,57,1022,-8,1.79,0
214,-15,57,1021,-8,0.89,0
222,-14,57,1020,-7,1.78,0
209,-13,62,1020,-7,0.89,0
201,-13,53,1019,-5,0.89,0
179,-13,53,1019,-5,1.78,0
169,-12,53,1019,-4,0.89,0
147,-12,46,1018,-2,0.89,0
158,-12,42,1017,-1,2.68,0
170,-14,31,1016,1,0.89,0
182,-14,29,1015,2,1.78,0
172,-14,27,1014,3,2.67,0
178,-14,27,1014,3,3.56,0
193,-15,25,1014,3,1.79,0
214,-15,31,1014,0,0.89,0
241,-13,42,1014,-2,0.89,0
262,-13,49,1015,-4,1.78,0
264,-11,58,1015,-4,2.67,0
305,-12,53,1015,-4,3.12,0
290,-12,62,1015,-6,4.01,0
322,-13,62,1015,-7,1.79,0
272,-13,62,1015,-7,3.58,0
247,-13,62,1015,-7,6.71,0
241,-13,57,1015,-6,9.84,0
206,-13,57,1016,-6,12.97,0
163,-14,49,1016,-5,14.76,0
137,-14,57,1015,-7,1.79,0
144,-14,61,1015,-8,4.02,0
166,-14,53,1016,-6,1.79,0
160,-13,49,1016,-4,1.79,0
115,-12,42,1017,-1,3.13,0
106,-14,33,1018,0,4.92,0
107,-14,27,1018,3,0.89,0
112,-14,22,1017,6,1.79,0
114,-14,19,1016,8,0.89,0
158,-13,20,1016,8,1.79,0
176,-14,19,1016,8,4.92,0
195,-13,24,1016,6,6.71,0
225,-13,25,1016,5,9.84,0
269,-12,30,1016,4,0.89,0
305,-11,40,1016,1,0.89,0
360,-10,43,1017,1,0.89,0
279,-9,50,1018,0,0.89,0
321,-9,47,1017,1,0.89,0
250,-9,50,1017,0,1.34,0
171,-9,47,1017,1,2.23,0
146,-9,43,1017,2,3.12,0
150,-9,50,1017,0,3.57,0
142,-9,47,1016,1,4.02,0
148,-8,58,1015,-1,4.91,0
186,-8,54,1015,0,0.89,0
178,-7,63,1016,-1,0.89,0
153,-7,59,1015,0,3.13,0
159,-8,50,1016,1,4.92,0
185,-9,40,1016,3,6.71,0
181,-9,35,1017,5,9.84,0
139,-9,30,1017,7,13.86,0
36,-9,26,1017,9,3.13,0
22,-12,18,1017,11,4.92,0
14,-14,16,1018,10,13.86,0
15,-14,18,1019,9,22.8,0
12,-16,16,1021,8,29.95,0
9,-19,15,1023,5,39.78,0
25,-18,18,1024,4,47.83,0
29,-21,15,1026,3,56.77,0
27,-22,16,1027,1,65.71,0
23,-23,14,1028,1,74.65,0
15,-23,15,1028,0,85.83,0
16,-24,15,1029,-1,93.88,0
16,-24,20,1029,-5,99.69,0
15,-24,19,1030,-4,106.84,0
16,-23,18,1030,-2,114.89,0
20,-24,19,1030,-4,1.79,0
10,-23,22,1030,-5,3.58,0
17,-22,21,1030,-3,4.92,0
16,-23,24,1029,-6,0.89,0
22,-23,24,1029,-6,1.78,0
23,-21,23,1030,-3,1.79,0
17,-19,22,1030,0,5.81,0
23,-22,17,1029,0,3.13,0
13,-22,13,1028,3,5.81,0
17,-22,12,1027,4,12.96,0
32,-22,12,1026,5,20.11,0
36,-21,12,1025,6,27.26,0
41,-21,13,1025,5,4.02,0
54,-21,13,1025,5,8.94,0
64,-21,15,1025,3,12.96,0
61,-22,13,1026,3,16.09,0
92,-21,16,1026,2,19.22,0
102,-18,28,1026,-2,21.01,0
96,-20,17,1026,2,3.13,0
112,-18,38,1026,-6,4.92,0
121,-17,35,1027,-4,0.89,0
134,-17,48,1027,-8,3.13,0
159,-17,38,1027,-5,4.02,0
109,-17,44,1027,-7,7.15,0
57,-17,44,1027,-7,10.28,0
30,-17,44,1027,-7,12.07,0
20,-17,44,1027,-7,13.86,0
29,-14,61,1028,-8,0.89,0
29,-17,44,1028,-7,1.79,0
41,-15,57,1030,-8,1.79,0
51,-15,39,1031,-3,1.79,0
68,-18,22,1031,1,0.89,0
74,-19,19,1031,2,1.78,0
58,-20,16,1030,3,1.79,0
59,-20,16,1030,3,3.58,0
73,-20,16,1030,3,5.37,0
74,-20,16,1030,3,0.89,0
84,-20,16,1031,3,1.78,0
94,-20,20,1031,0,0.89,0
85,-17,30,1031,-2,0.45,0
85,-15,42,1031,-4,1.34,0
107,-15,42,1032,-4,0.89,0
109,-10,58,1032,-3,2.68,0
74,-10,67,1031,-5,0.89,0
65,-13,62,1032,-7,1.79,0
78,-10,67,1032,-5,0.89,0
66,-10,67,1032,-5,0.89,0
86,-11,73,1032,-7,0.89,0
132,-10,67,1032,-5,2.68,0
203,-11,67,1031,-6,0.89,0
197,-11,67,1031,-6,1.78,0
151,-12,72,1031,-8,3.13,0
143,-14,78,1032,-11,1.79,0
122,-14,61,1032,-8,1.79,0
106,-12,57,1032,-5,3.58,0
84,-12,46,1031,-2,5.37,0
91,-13,34,1031,1,7.16,0
105,-13,34,1029,1,8.95,0
124,-13,29,1028,3,0.89,0
178,-14,23,1027,5,2.68,0
140,-11,30,1027,5,3.13,0
166,-10,32,1027,5,4.92,0
159,-11,37,1027,2,0.89,0
165,-10,46,1027,0,1.78,0
210,-10,58,1028,-3,1.79,0
358,-10,58,1028,-3,0.89,0
359,-12,57,1028,-5,1.78,0
356,-12,57,1028,-5,1.79,0
259,-11,62,1028,-5,2.68,0
226,-12,62,1029,-6,5.81,0
294,-11,58,1029,-4,8.94,0
250,-11,62,1029,-5,10.73,0
215,-12,67,1029,-7,13.86,0
55,-11,58,1029,-4,17.88,0
40,-12,57,1029,-5,18.77,0
16,-14,57,1029,-7,1.79,0
11,-13,49,1030,-4,4.02,0
12,-14,45,1030,-4,7.15,0
16,-13,39,1031,-1,12.07,0
16,-16,24,1032,2,15.2,0
13,-17,18,1031,5,18.33,0
11,-18,17,1030,5,27.27,0
14,-18,15,1029,6,34.42,0
10,-18,14,1028,7,41.57,0
13,-18,14,1028,7,47.38,0
21,-17,16,1028,7,53.19,0
22,-17,17,1028,6,58.11,0
43,-17,16,1028,7,61.24,0
101,-16,24,1028,2,0.89,0
163,-14,36,1027,-1,1.34,0
260,-14,45,1027,-4,2.23,0
283,-13,53,1027,-5,2.68,0
290,-13,49,1026,-4,3.57,0
247,-14,49,1026,-5,1.79,0
270,-14,57,1026,-7,0.89,0
291,-13,57,1025,-6,0.89,0
227,-14,53,1025,-6,1.78,0
209,-14,61,1024,-8,3.57,0
174,-15,61,1024,-9,0.89,0
166,-14,57,1023,-7,1.78,0
182,-14,67,1023,-9,2.67,0
193,-14,61,1023,-8,3.56,0
258,-12,53,1024,-4,0.89,0
230,-12,39,1023,0,0.89,0
197,-14,27,1022,3,1.78,0
185,-13,19,1021,9,3.57,0
156,-14,14,1019,12,4.02,0
137,-16,11,1019,13,11.17,0
75,-16,12,1019,12,20.11,0
92,-15,13,1019,12,28.16,0
82,-17,12,1020,11,33.97,0
162,-16,13,1020,11,4.02,0
212,-16,15,1021,9,3.13,0
233,-15,27,1022,2,0.89,0
232,-14,39,1022,-2,1.79,0
57,-15,20,1024,6,4.92,0
23,-16,18,1025,6,9.84,0
7,-15,21,1026,5,14.76,0
6,-14,25,1027,4,20.57,0
7,-14,27,1028,3,26.38,0
9,-15,25,1029,3,31.3,0
12,-17,22,1029,2,36.22,0
9,-17,24,1030,1,40.24,0
6,-17,24,1031,1,44.26,0
9,-17,24,1032,1,49.18,0
16,-17,24,1033,1,52.31,0
13,-17,22,1034,2,0.89,0
8,-17,19,1035,4,1.78,0
8,-16,21,1035,4,2.67,0
14,-17,18,1034,5,4.46,0
22,-16,20,1033,5,5.35,0
28,-16,18,1033,6,7.14,0
31,-16,18,1033,6,8.93,0
28,-15,20,1033,6,9.82,0
62,-16,20,1033,5,3.13,0
81,-14,27,1034,3,4.02,0
90,-14,31,1035,1,0.89,0
89,-9,43,1035,2,1.79,0
89,-8,44,1036,3,4.92,0
105,-11,53,1036,-3,5.81,0
84,-8,58,1037,-1,8.94,0
60,-9,58,1037,-2,10.73,0
57,-9,63,1037,-3,12.52,0
77,-10,67,1037,-5,14.31,0
82,-10,62,1037,-4,16.1,0
82,-9,73,1037,-5,17.89,0
95,-9,68,1037,-4,19.68,0
103,-10,73,1038,-6,20.57,0
115,-9,79,1038,-6,22.36,0
110,-11,73,1038,-7,23.25,0
120,-8,73,1039,-4,1.79,0
144,-7,63,1040,-1,1.79,0
148,-7,59,1039,0,3.58,0
114,-7,55,1038,1,6.71,0
94,-9,40,1037,3,8.5,0
86,-11,34,1036,3,3.13,0
86,-12,30,1035,4,3.13,0
74,-13,29,1035,3,4.92,0
69,-13,34,1035,1,0.89,0
66,-12,42,1035,-1,0.89,0
109,-12,46,1036,-2,2.68,0
206,-13,53,1036,-5,0.89,0
200,-10,62,1036,-4,1.78,0
162,-10,62,1035,-4,0.89,0
161,-11,67,1035,-6,0.89,0
156,-10,62,1034,-4,0.89,0
204,-9,68,1034,-4,1.78,0
179,-9,73,1034,-5,0.89,0
166,-9,73,1034,-5,0.45,0
128,-9,85,1033,-7,0.9,0
136,-10,73,1033,-6,1.79,0
150,-10,73,1033,-6,1.79,0
157,-11,67,1033,-6,2.68,0
152,-11,67,1034,-6,4.47,0
149,-10,67,1034,-5,6.26,0
135,-8,63,1034,-2,0.89,0
130,-5,74,1033,-1,1.79,0
132,-6,59,1032,1,1.79,0
159,-7,55,1031,1,1.79,0
183,-7,51,1030,2,1.79,0
202,-7,47,1030,3,3.58,0
190,-7,51,1030,2,0.89,0
201,-7,55,1030,1,0.89,0
234,-6,68,1031,-1,0.45,0
254,-7,79,1031,-4,0.89,0
257,-7,85,1031,-5,1.78,0
331,-9,73,1031,-5,0.89,0
350,-6,85,1032,-4,0.89,0
334,-9,79,1031,-6,1.78,0
287,-8,85,1031,-6,0.89,0
272,-8,85,1031,-6,0.89,0
259,-9,85,1031,-7,1.79,0
202,-8,79,1031,-5,3.58,0
159,-7,73,1031,-3,6.71,0
170,-8,68,1030,-3,8.5,0
163,-8,68,1031,-3,10.29,0
160,-8,63,1031,-2,13.42,0
170,-9,63,1031,-3,17.44,0
172,-9,58,1031,-2,21.46,0
235,-9,58,1032,-2,25.48,0
225,-9,54,1031,-1,29.5,0
228,-8,58,1030,-1,32.63,0
231,-8,58,1030,-1,34.42,0
248,-8,54,1029,0,37.55,0
262,-8,54,1029,0,39.34,0
261,-7,59,1029,0,0.89,0
261,-8,54,1030,0,0.89,0
250,-8,58,1030,-1,0.89,0
259,-9,54,1030,-1,1.78,0
280,-8,73,1030,-4,0.89,0
307,-9,68,1030,-4,0.89,0
325,-9,73,1030,-5,0.89,0
328,-8,79,1030,-5,0.89,0
302,-8,79,1029,-5,1.78,0
306,-9,73,1029,-5,2.67,0
308,-10,73,1029,-6,3.56,0
316,-9,79,1029,-6,1.79,0
321,-10,79,1029,-7,2.68,0
261,-9,79,1029,-6,4.47,0
237,-10,85,1029,-8,0.89,0
211,-9,79,1029,-6,3.13,0
218,-10,73,1029,-6,4.92,0
230,-8,79,1030,-5,0.89,0
333,-7,73,1030,-3,1.79,0
436,-4,80,1029,-1,0.89,0
568,-4,80,1027,-1,1.79,0
441,-5,69,1027,0,0.89,0
466,-5,69,1027,0,1.79,0
475,-7,59,1026,0,3.58,0
475,-6,68,1026,-1,0.89,0
433,-5,74,1026,-1,1.79,0
423,-5,74,1026,-1,2.68,0
447,-6,85,1026,-4,3.57,0
461,-6,85,1026,-4,0.89,0
470,-7,85,1025,-5,0.89,0
483,-6,92,1025,-5,1.78,0
484,-7,92,1025,-6,0.89,0
502,-6,92,1025,-5,1.78,0
490,-7,92,1025,-6,2.67,0
355,-5,100,1025,-5,1.79,0
31,-6,100,1025,-6,0.89,0
11,-8,92,1025,-7,1.79,0
9,-8,92,1025,-7,3.58,0
14,-10,79,1026,-7,1.79,0
22,-13,36,1027,0,8.94,0
17,-17,24,1028,1,20.12,0
16,-18,22,1029,1,32.19,0
21,-18,22,1030,1,46.05,0
16,-18,19,1030,3,57.23,0
13,-19,18,1029,3,68.41,0
16,-19,16,1029,4,78.24,0
13,-19,16,1030,4,87.18,0
13,-18,19,1030,3,97.01,0
12,-19,19,1031,2,106.84,0
10,-18,22,1032,1,114.89,0
14,-17,26,1034,0,122.04,0
15,-16,30,1035,-1,130.09,0
11,-16,33,1035,-2,134.11,0
9,-17,33,1036,-3,139.03,0
10,-16,35,1036,-3,144.84,0
14,-17,38,1036,-5,0.89,0
24,-17,41,1035,-6,4.02,0
